"playstore","A movie without music doesn't do it. Life without good 🎶 doesn't do it either.","5","2026-06-17T11:08:25.130Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=8d7c9b84-6bc9-45c5-a3d8-9ed7f71d5ebb"
"playstore","Used the old widget for years with absolutely no problem. i was forced to use the new widget and it's hot garbage and never works. The service is nice, but I'm pretty annoyed that the old reliable widget was replaced with one that looks EXACTLY A THE SAME but rarely works. I'm guessing a good amount of it was vibe coded based in its performance.","3","2026-06-17T11:07:38.556Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=3e1b7cf0-1e2b-48d4-b443-5840de9930c9"
"playstore","The new update sucks - the widget is always ""offline"", the app doesn't load, hitting 'pause' brings up the album screen, and they still don't have a good randomization. The app is so overloaded with useless features that it no longer functions.","1","2026-06-17T11:06:57.116Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=85b9820c-7cc6-4d51-bb69-663febff9a32"
"playstore","band kar Dalo spotify ko kuch kame ka nahi ha","1","2026-06-17T11:05:41.531Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=69b42340-4464-450b-9647-ca5091b3c4cc"
"playstore","my best partner","5","2026-06-17T11:01:56.983Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=3de9109a-2aac-4937-9e9a-cd711b46477a"
"playstore","i pay for the subscription and not only do i still have the app fight me on not having shuffle on or repeat on (constantly have to check it didn't turn on by itself) and artist leaving the site, and having ads that seem completely antithetical to what they're interrupting, and now u want me to use a widget that takes up half of my phone screen when the smaller one worked fine. seems like u guys just like making things worse and worse.","2","2026-06-17T10:56:54.834Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=200c501d-2f0c-4892-9882-e1262e6a0c04"
"playstore","If you are on Pixel 7a with the latest Android 17 and can't play on bluetooth devices. Try turning off equalizers in the playback menu through the settings. hope this helps. It seems that Android 17 sound system is broken right now.","5","2026-06-17T10:54:40.676Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=4332fa6e-a305-4f62-a702-45e612872024"
"playstore","Why discontinue the 4x1 widget and force the 4x2 exclusively. I don't need the widget to promote me music I already listen to and take up an extra 4x1 space on my home screen for no reason whatsoever. I've installed the app and paid for premium already, you don't need to take up more of my screens real estate.","2","2026-06-17T10:51:45.627Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=97ca8644-e89a-481d-9ab7-6f949d4124c0"
"playstore","best app in the entire world! never crashed out on me 😃","5","2026-06-17T10:49:36.340Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=1eca7a91-7453-4a3c-a145-98118439cd8d"
"playstore","you need to pay a subscription to skip songs","1","2026-06-17T10:47:58.700Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=56bd60aa-a92a-4251-b666-4fdcf34be121"
"playstore","great app 💯 music is very good 👍","5","2026-06-17T10:46:19.931Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=517764f0-1e51-4b51-bdb9-7c4352031681"
"playstore","Old widget was better.... A good app, I have premium so I don't have to listen to the obnoxious ads anymore thank god. Better than Google Play or iTunes. I wish I could reset my listening preferences though to start from scratch or choose not affect preferences when I choose. Also, an option to toggle ""play or add to queue"" on tapping a song would be nice because I always accidentally change songs when I'm trying to add queue.","4","2026-06-17T10:38:34.403Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=3f340cd0-4956-43d8-aa75-ae403fbc718f"
"playstore","this app is very good, download it now","5","2026-06-17T10:37:05.929Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=64d8aa2b-19cf-4fd1-9cee-f5817323af51"
"playstore","best application for songs","5","2026-06-17T10:35:58.680Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=148db032-692e-4431-b5ce-76ca005a5c4d"
"playstore","so far so Good 👍","5","2026-06-17T10:35:12.951Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=69f75971-34bb-4526-87bc-03a007f6b7db"
"playstore","New widget is both ugly and doesn't work well.","2","2026-06-17T10:31:01.925Z","https://play.google.com/store/apps/details?id=com.spotify.music&reviewId=5b063d51-2b7b-42f4-adcd-deba8508d1de"
